CASEID,age,sex,education,weekly_working_hours,salary
32194,30-39,Female,University degree or certificate,30,3300
32195,40-49,Female,Non-university postsecondary certificate or diploma,40,87500
32197,40-49,Male,Less than high school graduation,40,6000
32199,50-59,Male,University degree or certificate,40,125000
32199,20-29,Male,Non-university postsecondary certificate or diploma,36.2,65000
32199,20-29,Male,Graduated high school or partial postsecondary education,14,2600
32200,50-59,Female,University degree or certificate,5,8000
32200,50-59,Male,University degree or certificate,5,0
32201,50-59,Female,Less than high school graduation,20,12000
32201,50-59,Male,Graduated high school or partial postsecondary education,40,44000
32202,60-69,Female,Non-university postsecondary certificate or diploma,16,0
32203,40-49,Male,Non-university postsecondary certificate or diploma,70,97500
32204,30-39,Male,Graduated high school or partial postsecondary education,44,60000
32204,30-39,Female,Graduated high school or partial postsecondary education,35,42000
32205,20-29,Male,University degree or certificate,40,46000
32206,30-39,Male,Non-university postsecondary certificate or diploma,40,100000
32207,20-29,Female,University degree or certificate,40,19000
32208,20-29,Female,Graduated high school or partial postsecondary education,37,27000
32209,40-49,Female,University degree or certificate,35,62500
32209,40-49,Male,University degree or certificate,32.5,65000
32209,16-19,Male,Graduated high school or partial postsecondary education,30,16500
32209,16-19,Female,Less than high school graduation,12,1050
32210,70+,Female,Less than high school graduation,22.5,35000
32214,40-49,Male,University degree or certificate,40,67500
32214,40-49,Female,Non-university postsecondary certificate or diploma,40,25000
32215,60-69,Female,Graduated high school or partial postsecondary education,40,41000
32215,30-39,Male,Non-university postsecondary certificate or diploma,40,97500
32215,30-39,Female,Non-university postsecondary certificate or diploma,40,39000
32218,60-69,Male,Non-university postsecondary certificate or diploma,40,34000
32219,30-39,Female,Non-university postsecondary certificate or diploma,40,7250
32220,50-59,Male,Non-university postsecondary certificate or diploma,40,90000
32221,30-39,Male,Graduated high school or partial postsecondary education,55,125000
32221,20-29,Female,Graduated high school or partial postsecondary education,40,21000
32223,50-59,Female,Non-university postsecondary certificate or diploma,37.5,95000
32223,50-59,Male,University degree or certificate,37.5,90000
32226,50-59,Male,Non-university postsecondary certificate or diploma,40,55000
32227,40-49,Male,University degree or certificate,60,55000
32228,50-59,Male,Non-university postsecondary certificate or diploma,40,140000
32228,40-49,Female,University degree or certificate,40,97500
32228,16-19,Male,Less than high school graduation,40,6750
32228,20-29,Male,Graduated high school or partial postsecondary education,40,5750
32230,30-39,Male,Less than high school graduation,40,22000
32232,50-59,Female,Non-university postsecondary certificate or diploma,35,29000
32233,50-59,Female,Non-university postsecondary certificate or diploma,32,0
32234,30-39,Female,Non-university postsecondary certificate or diploma,37,36000
32234,40-49,Male,Graduated high school or partial postsecondary education,37,16500
32235,30-39,Male,Graduated high school or partial postsecondary education,40,0
32235,30-39,Female,Non-university postsecondary certificate or diploma,15,7250
32235,16-19,Male,Less than high school graduation,18,6000
32236,30-39,Female,Non-university postsecondary certificate or diploma,30,0
32236,40-49,Male,Graduated high school or partial postsecondary education,40,72500
32237,20-29,Male,Less than high school graduation,31,29000
32238,60-69,Female,Non-university postsecondary certificate or diploma,24,26000
32240,50-59,Female,University degree or certificate,50,5250
32240,50-59,Male,University degree or certificate,55,475
32241,50-59,Female,Graduated high school or partial postsecondary education,21,37000
32242,70+,Female,Non-university postsecondary certificate or diploma,15,0
32244,50-59,Male,Less than high school graduation,40,40000
32244,50-59,Male,Non-university postsecondary certificate or diploma,33,67500
32246,20-29,Female,Graduated high school or partial postsecondary education,40,34000
32246,20-29,Male,Less than high school graduation,44,125000
32247,50-59,Female,Non-university postsecondary certificate or diploma,35,80000
32248,30-39,Female,Graduated high school or partial postsecondary education,40,38000
32248,30-39,Male,Graduated high school or partial postsecondary education,65,12000
32252,30-39,Female,Non-university postsecondary certificate or diploma,40,29000
32252,30-39,Male,Graduated high school or partial postsecondary education,40,45000
32254,30-39,Female,University degree or certificate,40,55000
32255,60-69,Male,Graduated high school or partial postsecondary education,30,9750
32256,30-39,Male,University degree or certificate,55,165000
32256,30-39,Female,Non-university postsecondary certificate or diploma,7,25
32257,60-69,Male,University degree or certificate,35,82500
32257,20-29,Male,Less than high school graduation,39,28000
32259,40-49,Male,Non-university postsecondary certificate or diploma,37.5,57500
32260,40-49,Female,University degree or certificate,50,0
32260,20-29,Male,Non-university postsecondary certificate or diploma,30,1900
32260,20-29,Male,Non-university postsecondary certificate or diploma,40,12500
32261,70+,Male,Non-university postsecondary certificate or diploma,30,0
32261,60-69,Female,Graduated high school or partial postsecondary education,15,0
32262,40-49,Female,University degree or certificate,8,18500
32262,60-69,Male,Non-university postsecondary certificate or diploma,40,220000
32262,16-19,Female,Less than high school graduation,8,1750
32264,60-69,Male,Graduated high school or partial postsecondary education,20,0
32266,50-59,Male,Non-university postsecondary certificate or diploma,40,65000
32266,20-29,Male,Graduated high school or partial postsecondary education,17,0
32267,40-49,Female,Non-university postsecondary certificate or diploma,40,49000
32268,20-29,Male,Non-university postsecondary certificate or diploma,20,47500
32269,60-69,Male,University degree or certificate,55,140000
32269,20-29,Male,Graduated high school or partial postsecondary education,35,5000
32269,16-19,Male,Graduated high school or partial postsecondary education,12.5,3800
32270,60-69,Female,Non-university postsecondary certificate or diploma,35,48000
32271,30-39,Female,University degree or certificate,40,42000
32271,30-39,Male,Graduated high school or partial postsecondary education,40,60000
32273,40-49,Male,Graduated high school or partial postsecondary education,50,60000
32274,50-59,Female,Non-university postsecondary certificate or diploma,30,4600
32277,40-49,Male,Non-university postsecondary certificate or diploma,40,125000
32277,40-49,Female,University degree or certificate,45,0
32278,60-69,Female,Non-university postsecondary certificate or diploma,37.5,52500
32279,50-59,Female,University degree or certificate,40,95000
32280,40-49,Female,University degree or certificate,37.5,60000
32280,40-49,Male,University degree or certificate,37.5,62500
32281,50-59,Male,Graduated high school or partial postsecondary education,40,29000
32281,50-59,Female,University degree or certificate,40,67500
32281,20-29,Female,University degree or certificate,40,42000
32281,20-29,Female,Graduated high school or partial postsecondary education,40,12000
32282,50-59,Male,University degree or certificate,60,0
32282,40-49,Female,Non-university postsecondary certificate or diploma,37.5,43000
32283,40-49,Male,Non-university postsecondary certificate or diploma,40,19500
32285,40-49,Female,Non-university postsecondary certificate or diploma,30,0
32285,50-59,Male,Non-university postsecondary certificate or diploma,45,70000
32286,40-49,Female,Graduated high school or partial postsecondary education,12,17500
32286,40-49,Male,Less than high school graduation,40,39000
32288,20-29,Male,University degree or certificate,37.5,42000
32288,20-29,Female,University degree or certificate,37.5,67500
32290,70+,Male,Graduated high school or partial postsecondary education,25,0
32290,60-69,Female,Graduated high school or partial postsecondary education,20,0
32293,50-59,Male,University degree or certificate,40,34000
32293,50-59,Female,University degree or certificate,33,34000
32293,20-29,Male,Graduated high school or partial postsecondary education,14,12000
32294,50-59,Female,Graduated high school or partial postsecondary education,37.5,27000
32294,50-59,Male,Non-university postsecondary certificate or diploma,40,130000
32294,16-19,Female,Graduated high school or partial postsecondary education,15,4700
32295,60-69,Male,Less than high school graduation,40,30000
32296,50-59,Female,Less than high school graduation,105,0
32296,50-59,Male,Less than high school graduation,105,0
32297,50-59,Female,Non-university postsecondary certificate or diploma,20,0
32298,60-69,Male,Graduated high school or partial postsecondary education,8,0
32298,50-59,Female,Graduated high school or partial postsecondary education,40,0
32299,30-39,Male,Non-university postsecondary certificate or diploma,40,28000
32300,30-39,Male,Non-university postsecondary certificate or diploma,40,47000
